0x7dF470fACc6Dd63ab28637b476baA6d5a991cbf5,0
0x8ecB8F4f748F60768e151DDfcd9bEa5C90B215F4,0
0x00e19Fb66307d1227Da6D7602120B1f39B125B43,0
0x5aAeb6053F3E94C9b9A09f33669435E7Ef1BeAed,0
0x0A7465A2C2aa4f67A3A3Ebdab31080b257Da8FA2,0
0x821eCE755e236376e2BbdD817aBB22d0EC80aC83,0
0xA79ed43913544aB63D8FAD59335a931154F2054f,0
0x24802cf659a5974b00989575b23532ab696f2df8,0.815012
0x8dA0a15786008f543A760701E2021f992e1C1CC5,0
0xaaB583E35B8819ba4B5Bc90daE0FDEeAE43B35a1,0
0xeCf05D07ea026e7EbF4941002335BAf2fED0f002,0
0x582a4f74EFA7F219F61Bf5489CBa841aa2848251,0
0x4083D42D0C92dF505D90b9a89060d567cf02b63D,0
0x9950280174c69BD239f07A03c40bBA9139C3907f,0
0x28CC61f7766Be5De519E3f266fceB7d5830A4962,0
0x9C66FdF08e9C18B7E1B8D539d012445cFD9b3EA4,0
0x5aDc5B03E4149eF7C4a4F16743dbB3FDe9d26051,0
0xb8186b97012530dCEADc931136bf6Cc7E4237f10,0
0xEB13D54124a7bD8a42E36bC05A063C9aCdD8572c,105869.8315
0x39A74980bDE39752214d48A9542B596035262BAa,0
0xde5274864eda0fafe4b632d936aa785b28685afb,5646.505157
0x9b59B887AB5016566Ea0F6DA83f47C5892a758a5,0
0x2f81556919e038eB842D77601237d1A300555352,5648.635557
0x50581C3a11F647F9A4Fd0A116481b5AF0FDacCb1,0
0x90bD62a050845261fA4A9F7cF241EA630b05efB8,0
0x30842b204c50Fd1A4C8aF6E495AE3BEbFe2F47F9,0
0x11F86D138Ac79D3bcbb4Bed0f5d123B2A8fBdf90,0
0x6638410d1a9eC661780C32cBDB3f207556Ee29dd,3801.847935
0x80d3d284a45422a5f715d15bd278d90ce282b0ef,0
0xA4AC11B6d3f169C6909B59bF0f1bf97739Fe305f,0
0x665743118A293855a00F210AC0b4E372343F26C1,0
0x6e62b2b74dff1C8Ef880844Fd3C55d2d11D84e6C,0
0xFfCa4536B6F8359462A0D0A7c795755443b22272,0
0xDc657d6af092021A601331d84C30e7eF781C08B7,0
0x08baFb4400A102Dddc5e5d584abf0aA38E174c57,0
2b4d2981D3A20Ee1F76E0Aa1b359f1546a2847cC,0
0x73e31CC2F83B15da7737aeb7ec8843d1BcC46962,0
0xF97f6589dAD7F5A68cC44966f153eCE16346BA75,0
0x8001BdB1bE1e01F96d2c37d8B64484F5f359048E,0
0x841157a918772E5643E4d4Fc3aDe17319BA54241,0
0x00056F463017C7BE5ED5223C2930C3086A779586,0
0x42A024D4F95689b5eFeEeFDA21043a74670f93b5,0
