0x2f68a91514b7fcad7006eb190fb8e7904fd11e7b,39.95406821
0x7698076decb696cdd60d6a164777fd3053607eb0,620
0xa3f59ebc3bf8fa664ce12e2f841fe6556289f053,23250
0x23b7bf89200663f958f11c7d495f9dfa793b8ef2,1550
0xf626fa78c5e87f2f0f12e7e61020a466448b70e4,3100
0xde4d5886da98c3a1140260aaf536a2f1262e2948,1860
0xcbef87ac5918773e51abed15f6aa7732a8a47c82,31000
0x5424b2f98ca5defc8e9345111297d49994d240fe,904.4963
0x821ece755e236376e2bbdd817abb22d0ec80ac83,620
0xb71d05cf5cdf7a9b15b20b9aab5e91332c271c96,930
0x7d69464bc6398d1977a03a9cba8ef76dc653650a,4030
0xdce64d7174e539c05f35b3db80518f89c20446c2,310
0x1c1bb5915cec7da52985a2765519fc23483c93b0,155
0x72f2a167a8f07401f3201f36b56d35eb4b4e0fc5,4569.745387
0x3de61a89290009b34000361cf94d9b7a218cf5eb,30070
0xede5270bdab0627356413736fcf4e7ede66d418f,3100
0x1780340a5340b3530af097b9cbff2c35d4a68c95,23.06524
0xf709106c8f6a60afa7b2616308e7a12e4b343428,9300
0xd5f02120f50dc07cd7256139f2a3435c2f8de2d0,60.76
0xd83fd5b1575068e46f403be32954464007061bce,1550
0x4338c52fd8941c4c9edb5855f45d78fc6297ee9e,620
0xcf0a5ef65af4a97083be3e8c797740135c3b10a4,102.3
0x2be8055d8a3fc3191f39f21d6a3979aaf9ee8075,3100
0xb7e17d6397a1279366908f32c0e963c9eac191f1,124
0x29fbc96a9f47f3f78057a47ac1897520eb2a2dd0,368.9
0xf046afac2c0446184d793a16e1f477dbd78fea9f,6200
0xc2983621aa18537cdf511b939a175a7cc574e333,310
0x00202ce33d7befc2c59aaba01af68f554837af8d,62155
0xb504366f4bfef982550bbf36f1ecc52e4318c72a,1519
0xcab61b858a344ad4c878c60de62b2019d3e00aed,620
0xf636e2f514e54b67af9d82b038443e43255543ac,1240
0xbef64f7998def8a05eb2bd83550a10a3472f5f4a,620
0xa2eb2c521f0ec521cdb73bd91e18af666dc1298c,155
0x002b007ff84a726c6d44f036aaf75b13c0011501,620
0x53a231ec0a1471f453507c2e73b881db414eee8f,930
0x939a2d41e5b8410e1d4f7a058bf9fec759382069,2046
0xed6d42dd1d479e535f4c39ad7430d5079e5eff5a,620
0xd7e04ebc1a4b6b24ed5bac6709a0d3f919ae93f2,155
0xe02fca722b47683695384ff8ef2de0ed4e7b7a39,930
0xa1ca8da0496cfa2f8579f58db30ae8ad8dbe6f0c,73.16
0xeea8e00a6d05abf3c02327aa27a989a9f273e221,77.5
0xda39b2f315cb0b4b4567cd811de5244bc766cefc,54.87
0x06126759bfbd87c1fa481b9111e91475c402220d,930
0xda38c2a855f7774266e1f998172e0fb3e822cf0d,496
0x765fdcbaa945c2f73dae083770dd0aedfa386d5a,39990
0x0085dfb8062d3219358b609cd607671f0f39a4dc,3100
0x59ef8071616dda7b43124948fe1bc32c2ec1ec85,620
0xe7f9bfbfcfb952caea439786a16e3451932fcd2c,1860
0x1235d8d6b48eaeef42a8358ad8dcef503c44f50b,620
0x1f26b34dbaf5d82503c7cec4ae82066bb2852de8,1240
0x083442762cdebe06035f280309c78e9cd5010004,1550
0xe9e9f2d506d9d66a7b07e4f86900286991fe6d89,620
0x02f529b68bdd8fc96187fb0f395fbd159f7851b9,6510
0xb9e0e0d58c2ed23d668c41854a7357e5ce7975d1,2334.3
0x20fa8736edc8e75b79b793b86f5085893f37770e,3689
0x3d11d1600a0e09914e53981fa7c42adf69d96e4b,930
0x296e5626b141fe533d4ca3f41f3eec96f8eeb6dd,21.7
0x888258ceb071f4b84fd5053236c308c666039126,1085
0x4635d36ede28800218f6150d9fe537b6905a4758,155
0x4f2fe1dd50af40d97e86aa862852605d96d18921,558
0x76b826c6660e5e687556a221c040b442037d5b5f,136.4
0x9b0505975bea652161ee9c2e35ab62cebf71c08b,936.2
0x8da0a15786008f543a760701e2021f992e1c1cc5,24800
0x754de4f6bc57d84cee26ddab02196e79f02cf734,93
0x9e26d57733e7889242c448b5eb375c9d02185ed5,310
0x550d286e78dbf0a74b99ea52bfe1703d86f98e1e,982.7
0xafef7e6c7cc8ee1ce7140fdacee481ed5f219113,6200
0xa7a2e2644a60aab51a978bed6a4e9956f1bee4af,620
0xf47f4743ce8047ff8400a2718dae4cdae5632e86,3100
0x735cd2e79a42bf89ebd477ba2fb02d6b986150b3,1550
0xb334d91f5546a245bd2de8b4fbd537367a95f1c2,206.60446
0x0d22c6f7f72bbb8b6f5e603e4f04148622108e2a,6200
0xb25e4719ca892119337ba6e122a01fc45d3d5c93,9300
0xe32042f537d6803abb50103ea2ef6fbb8ff12cc6,1550
0x2cebf5f5f22cccc9318e8ab9b4744c39a37492b1,306.9
0x376110452c2fdaef842dbd1f64234a2045d2e40c,310
0x02308e5635b9df891a27b2f837d88b8dbaf01042,7750
0x4638324c429db141d71be0e19c27d6a56995dd78,155
0x0339e45d0e2487c616e1d1e1a75780ce4a340e08,1860
0x00c6600a36443d49d4e30ed518b801bc4ff1c3d5,139.5
0x392a3eee9a7b5cdf85e9e10a041ba63ba5aa1966,9300
0xc817507c25f0ccd47f89e84961f9005633f1cc43,692.54
0x80267eadbb626677d28e45ef955f005c6939a67e,9300
0x492d402755fa2223ac525002d64c8cd049b8ba48,58.76329
0x17875b3fa4d4c5bc8367b5b6f01455dedfc1a336,930
0x269d6f8f1e30db758f1d74a2dcbff8a2ec0a7e78,186
0x4644d6e363d354db6db5b98030b969b69f3b69ff,93
0x06d46ad71509f5db7421c026e1ba9a974f983ee1,7440
0x91b86b43ba2b8c9c0364ad8898b3c385aaac881a,20666.646
0x87c4669958ccec001a5c505f01059a1d58e56b2e,2790
0x754334ca4798b983f7f9d32f58f69e203424ac09,62
0x18b70f704c3dd10fe067eaab2645c656bfdffc04,151.9
0xecb11b7b2e61ad61e084e60e4c298e92a7523de8,775
0xd2a271695870930fd3dd4c68f5044f013a8d0c0a,4650
0x7987961a48a498e6f06439d4feba4b81be1af390,77.5
0x4fea8b65cca9c868a40e5b8d48eab9f3e24f798d,3224
0xa6ebbbcaf92980b2cb6bfc6e4bda15a5588c5ec0,929.0479776
0x24d05f2f74c8001448f9f4a3339ee872678dd4a0,1860
0xbf90ea1918ec0d7a85522e39d2f4dcffc7bf969a,1673.01465
0x7db348891bbaf5bbe67cf786cfece9db3216ef28,5778.4
0x8ca04ee06c789b66903fe31dfe8ffa71dc5af650,107.837814
0x55e220876262c218af4f56784798c7e55da09e91,124
0x76e5fffc26386e4d617ed6df7be9596f4007fcae,9145
0x0069455fb83a18067d8b7e058daecfcd9b6d25e6,18600
0x526aef627d869c073e3265e00d56c593908da433,27.9
0xc07b72236a05974f44d402f6ae6ceb5503a0d1cb,1550
0x5d81d480b26a81400b40b0e916e3c92abf6641d3,263.5
0xef58321032cf693fa7e39f31e45cbc32f2092cb3,15500
0x00eece8e226b252de0f26e134c28e7c10f8df103,310
0xe266ede9308372d493d679830bdb8ed3dbd19b86,16.55961813
0x8f8c80700b7044aa0b8a15be337dc3a9aeca11d1,62
0x1160fbab2e4f4ae614b741ed1633258c12063e5d,2480
0x0060a4ebd246885fd942f0d9651221b5cb2f1b06,310
0xf4d2b85319955c417eef53716d366612b439d887,1860
0x8c34092e0976b8f9aad3fd122c459a44de5b8f11,310
0x2919ecf874d9808272f171163963c9f9c8054fdf,83.7
0xf2787ca2de0b2d20c6cc9bc1ef3519d7eeba47ae,6200
0x8610e7e131ecc29b1edc1eef2f7fd6df2b6400f9,2480
0xa66cc7d17794773d4a448d47901340ffa944ef14,1550
0x6a7f63709422a986a953904c64f10d945c8afba1,217
0x695455e634642a2bdbd681923782c55ffb1f2127,620
0x71e4c65f66c5622ed3e3a3fc57d7482dccf53506,310
0xfcaba017359d6df55d9f86afbda963b578521f14,1235.35
0x3ad202150c31e2bf516b232efe7b1d067e4d252e,434
0x4010b41e32e972b4864418a6e867bcce7dc77363,1240
0x1a60eb1065aea0d4b78ce2859b6977ac417d3aab,620
0x39aaa61ee190e91bbb12db1359984c92f1574677,456.3022773
0xe0d4ac43e139805b240d11f22810a89e508c92c2,155
0xefbd02ae7453eec563bb8d5d05b663aa66dce8c7,93
0x3252e1af58120e6931664a0f7619b81ede8fd6d9,93
0x0128b7e3538ebb0d44e98b5fe803b2d4f342f9e9,95.10676273
0x4d955701d1e24cb1df0a32e4460766ae0dee4a91,124
0xd2f5d5da7524fe260f446825e0cd4e15f0dac1a6,464.7143555
0xe875b9a20fb28ef64a08b2c23c964ca119e23e46,155
0xc9a3b4ca56d3eee9a148ad814330f1a2c47369ec,149.42
0xa4665c4524f09320b60f460c12dd943aacad1b4b,7750
0xaab583e35b8819ba4b5bc90dae0fdeeae43b35a1,34100
0x17560fd065875e261f548ccb921cdb72a7e124a0,620
0x0a71fd71689a9052a6c6e07bd208c121c576d4a9,31000
0x2057a779d5cc26944a581727423832e5c4c0666f,7.75
0xe9a4a95402f4102f62dfb4ee2377c7b1e9e79cb4,2480
0xe2e584319f57671638cb28321b830e4a79d47218,117.8
0xfbe0787d1e638648556144c3417d18d5e07bfe95,5022
0xce824a860c95e0852f779f73ab305aa04346c436,76.88
0x3968755435de43e94174e8d123987ef3b3b267f9,12.4
0x236ddcbec59db65e1641c11adab444bf159ae3b5,341
0xfa931c16b4ddad2fd61966827074c6a5dced8f9e,1550
0x59a1911b668cc77058f1a0e8f19f2cbcab0fe9cf,1550
0xec5a9cf8aacfb74604d8635e64a05b701fce8012,31
0xb3edc12e2a38bcbbdb193aaee0ce449ca5145b97,373.3714567
0x6b488c6f5c2800c7071fec6730e8c547b657610a,1550
0xa72c38bd35ef32267b6a9315ad3cf36e2624767e,1240
0x82d313f325b3c9b63502bffe9c01361037086e99,3100
0x98afc5d79ab11fc822eaf44c4173331482e23c77,310
0xe0e486f59e6a5a82e4de63995f2160acde6026ee,15190
0x89be26cd4a3ec50ed50bf3f83516feebc26fc6ae,308.9305
0x00005428a48b69a4d396e3114db65bac45276cbb,1085
0x44aaaf628363deb4ce340dc5be0ad68eee694a28,62.62
0xb65f0862c0f7b4a2ac31911bab4fd8c63fc0b25a,1550
0x9f7a4164b854432c630be82e69d30658bb4cde97,310
0xd2a75f1ebb6ed6919277401a2e3fd6e3d828e086,1550
0x85340638f7fd12497c9e4f816dc3ef2557d2fc1c,77.5
0xbe7ae1430a2c053579b171c8f3a05e2ea9b1b47b,124
0xf646a3cfe5b6bf3b530e1ff9ad334f300ae5a351,1984
0x5bf4a79a0bec1abec595c706bd16b783d3e6a9dc,620
0xfa8f2cbda067bcf4e0dcefd38f9259d07fe29e03,620
0xb358d3dbc9e487a58f22dcc3a0c6acf9db585b22,3100
0x6e1460c450293256694ab411ba5386ca4c7d77e6,4650
0xae9ef7f9ead8d20c3c7682d26d65eff5461c3ce8,59.52
0x35c6029b4de8e92ff2c0fe33a4cc8667b633a96d,310
0x04da469d237e85ec55a4085874e1737fb53548fd,3100
